,YID,label
3585,MT61L9LOhcI,Scary
3586,vIqY7g8NFSU,Sad
3588,16mOatIJT_k,Happy
3591,yqiiJw4JcSI,Scary
3592,BKcm4lZ9t08,Scary
3593,VKXPU-yONRI,Happy
3594,a9INtgF0mYM,Sad
3595,9wB7k_JrKBA,Angry
3597,o4uVKf0lgjg,Scary
3598,Wvg5rlMbjJc,Angry
3600,SQ0M4Kq-peg,Funny
3602,WHC6wYsKDEw,Scary
3605,2hxIN0MTKbs,Funny
3606,3vaLR0v4DpE,Funny
3608,T-a9l4pJW08,Scary
3610,G0-xymgpaQI,Funny
3611,QOTSZMSWeow,Scary
3616,w3OWkNTmViI,Sad
3617,VVGFrc5L6TA,Scary
3618,IXUoY_KgCko,Funny
3619,S8Jg6lO5row,Sad
3625,dohsegwPayI,Scary
3627,G52IMnQS_es,Angry
3630,1BIsocjYRWs,Scary
3631,fLrghS3vBqc,Sad
3635,9zewH3txprk,Happy
3638,ruQi59rCDAM,Sad
3639,AmDIATLDf1s,Happy
3640,vUHqtNCK878,Scary
3641,3OUNEL8XaR0,Sad
3642,VkhWVG5MqdM,Sad
3643,-JvB5AL59fM,Happy
3644,lOJYT79Pfj8,Scary
3645,kLxpGa1onl8,Funny
3647,HMG__6wurdU,Funny
3648,_7O5iuTFUrg,Scary
3650,3Ms0dLcAM_4,Scary
3651,0Fp64ZqBDvo,Sad
3652,ujoohvHY27g,Sad
3654,EjUok0hUwMA,Sad
3655,bhQ6dsvFA-8,Happy
3656,FC0KySb6FsQ,Angry
3660,Pp5EeSMEaXA,Funny
3663,10v7XLc__L0,Sad
3664,xUsWPtMhqLw,Funny
3665,J3Z30oZJRaU,Scary
3667,I6he0NXHXmo,Sad
3669,9Yyg_ZXpeGQ,Happy
3670,1FnT0RrfMEA,Sad
3671,-tE6lxBn5Zc,Happy
3673,X19E5MhsqiY,Angry
3675,5vJFTVnEN9o,Sad
3676,pyttBCg0944,Happy
3677,ekNtZnk3qgA,Scary
3678,-Zk-wQ2z3CE,Happy
3679,3AIXbwebZoQ,Happy
3682,WTA-bfbMCio,Sad
3683,SI-xcUNb7g4,Funny
3684,Uu5bI2fY3Es,Scary
3687,-H_vmVLZwi0,Happy
3688,JIoeZrVm9d0,Sad
3689,UCzgyw0QT4k,Angry
3690,0bLCyruplaA,Funny
3692,qIN18u0Da_Q,Happy
3693,tJCQ7wUoVmA,Scary
3694,95vC0SAdaqs,Angry
3696,e4abjaPD9R0,Angry
3697,OB_Z9BBkjPY,Funny
3698,fnvRqT3hUkI,Sad
3699,Mdo9FNygOY8,Sad
3701,14JM8a4JHRQ,Sad
3702,_ovtOQ4igfQ,Sad
3703,-MKIhbk0Oqs,Funny
3704,3ZhQCSjATPY,Scary
3705,ns2VzWZUHHs,Sad
3706,eNT79EjOm1U,Angry
3707,XQdEG2QOcS4,Sad
3709,_dwlaM9sEw0,Angry
3710,DeD_oaJ_S7w,Scary
3712,D9vjsbQvyu8,Angry
3713,1nDumvVsdqs,Happy
3714,gK8h26zWxIo,Scary
3715,sLNupgch3wU,Sad
3717,nQFiDNNDoZ8,Funny
3718,naN0X16Oqs0,Happy
3719,qZkM3QaeaUM,Sad
3721,aKUCAIsCTrg,Sad
3722,_tyEb-jO9hU,Scary
3723,RDZ18AkQgzU,Funny
3724,Q9oC_1adh18,Funny
3726,-C0wSB6gEfw,Funny
3727,oSg1VJHiPOE,Happy
3729,8rQLRC6Och4,Scary
3730,46vgR5aQFck,Sad
3732,4buXStyxnaM,Happy
3734,byQX3RZacJw,Happy
3735,10qWY6uDb-A,Happy
3736,8LqbyaLwfoc,Scary
3738,w4JUytXlcTQ,Happy
3739,XWGmbT5n9K0,Scary
3740,noX_Wy4WNI0,Angry
3741,G66xuHidMUA,Sad
3742,53Dqp73SGJY,Scary
3745,-cxOEFwwNuY,Scary
3746,AbThgA6dlgY,Sad
3747,qccGnyiSGnw,Sad
3748,I0LInoUIjEg,Scary
3749,9QAz1uR1qjk,Sad
3750,zGsdcccnz1U,Angry
3751,XAqRofzrZPo,Sad
3752,cDbwqz49rIo,Angry
3753,z_DoDXm2hmU,Happy
3754,XTuO8jJWBHI,Angry
3755,tU-6-gDelBE,Happy
3756,i7vV_43scRE,Sad
3757,SNrYLKrmB90,Angry
3759,BtvxTlyy4s8,Sad
3761,6MQoo69ca2M,Scary
3762,NmOjBnnrFds,Sad
3763,sIXOOjUXPlY,Scary
3765,0pzNlyWnSs4,Scary
3766,JQWWrWkl4v0,Sad
3767,1JO2KzX20JA,Scary
3768,fywZ701YTts,Happy
3769,2emW0_pWMJ0,Happy
3770,NHk_cMGG0Ec,Happy
3772,peWFw_1iHsY,Happy
3773,vTG3NdRVUNE,Sad
3774,rBlkNXSoB2g,Scary
3775,5Wv-ePuV2g4,Scary
3777,6-CMq6xw0fg,Happy
3780,OLGe7RPC1lM,Scary
3781,8nuT_P1VqLU,Happy
3783,1oq8vNsHnZU,Happy
3788,dOKVNfYc7kw,Sad
3789,SWDwwzVRE2k,Scary
3790,AP8N6Z6IoYk,Sad
3791,ccOZGaquBY0,Sad
3792,eNWMzjfMjds,Happy
3793,PYZVa4PAEEU,Sad
3794,4Bc9OoagYmo,Happy
3796,FUHstzc0X_c,Sad
3798,q43_G02mvGQ,Sad
3799,AVPm96vrUQw,Funny
3800,kcTwJwdLTSo,Sad
3801,7ONSaaRHpNg,Scary
3803,SHObEuQ_Eq0,Scary
3805,8LfSOuOwTwY,Sad
3808,t6hNsEInOqg,Happy
3812,jYq0aV5Q4LE,Happy
3815,TcZWyexm04s,Funny
3816,ulz8lg_dmUI,Angry
3826,31DrsBaMVJc,Sad
3827,XAtZ8P6Ykoc,Scary
3828,BD4qk_W9RmA,Scary
3829,YiejNklhvKY,Funny
3832,pEusXyjYS5I,Sad
3835,BK4Y9-CsnuE,Sad
3836,6o58zAcS3JQ,Funny
3840,TiG4WcLK9xY,Scary
3844,E_34BmDVnOI,Scary
3847,WcXH5xNgqIs,Happy
3848,EYC-y9UyREc,Sad
3849,pcvfsO02H5E,Funny
3852,ByhW13crVn8,Scary
3853,rggIITY1E4E,Sad
3854,9vbsI9xFuo8,Angry
3855,U71EKNTu9vo,Funny
3856,2SK6A5TiMyI,Sad
3858,KvWtXqz58TU,Happy
3859,__Xfqlc7GbI,Sad
3860,ZEdRh8h-WM8,Angry
3861,ka7hlYi2FLY,Funny
3862,HZJGb67aTnw,Scary
3864,ac7CTQQsBLE,Sad
3865,3hw7yCOlSPU,Funny
3867,HqcZ75oplwg,Happy
3868,eDeH6sGBrLs,Sad
3869,RSmNh8gfqg8,Happy
3870,zI_2N_Ujkeo,Angry
3873,16ZPqasduJc,Funny
3876,_8ACwjrgIRw,Scary
3877,8Eg1_ZW8Nww,Angry
3878,a66Wmk03w0I,Angry
3879,1k3oEiHBHtE,Sad
3880,LFRLVnJ_m7M,Scary
3881,8qq9lIuskhw,Angry
3882,86llDH3w9Co,Angry
3883,TagEUWwDMaw,Sad
3885,oC_88nP9y_I,Sad
3886,2WvGdZ-WdjQ,Happy
3888,Dsb7vnfKsec,Scary
3890,HnWkvMAE030,Funny
3892,XqmtW36d76k,Scary
3896,53SVL2IJ2Vk,Happy
3897,j3Kd95c-5LE,Happy
3898,dPCj4WhTZ3c,Angry
3899,uDHqVX1Bezg,Scary
3902,WZtnXpnOKQk,Sad
3905,wA_TGZ1kC5k,Sad
3907,1fRpcb6Tq4o,Happy
3908,-nwojhS9bnE,Funny
3909,2SD9e3iOtp8,Sad
3910,7Q9r7sJyUgU,Sad
3911,9-Tmq2qBCmM,Happy
3912,2svbvctB_xc,Sad
3913,2o6llB90bS0,Happy
3915,zTtZH-Q61Ik,Happy
3916,4eyeNCxpp3o,Funny
3917,HILtVwhRaLg,Scary
3918,wxcsyMq_Ts4,Scary
3919,oZ4iZmMYroA,Sad
3920,BZ_ual2hBqY,Happy
3921,Q3yG9IVlz4Q,Scary
3922,u4fb5hxiaXM,Angry
3923,X_dOUMmM8FE,Angry
3924,01moRUFQ9lc,Happy
3925,HuB4sjzuK-4,Funny
3926,041HaDQahoI,Happy
3927,ZFQ6GG9qbgY,Funny
3928,YjPvaodju2o,Sad
3930,3nOZVzcIgms,Funny
3931,dhit7VaDGRc,Happy
3933,eW-kZ6jGwp0,Happy
3934,_NHjgWrQYsg,Funny
3938,4yW-JOctv3o,Angry
3940,pATwS0TuJlw,Sad
3941,zEitTCq0yuA,Happy
3942,R4FAspB15D0,Happy
3944,ylAmDvekkuk,Scary
3945,a77U_MH1V7o,Scary
3946,xQgg0yvPvN0,Happy
3947,lvz49L4HtX8,Scary
3948,f3nQa2LVFNI,Sad
3949,KBurvp1rsmw,Funny
3951,k9yiCYhxHCw,Angry
3952,kD-hM6jSlw4,Funny
3953,R5QlD3IO8Ng,Scary
3954,0iaEGZKPw78,Scary
3956,HX1xQsQ9B1I,Angry
3957,uJeKiJlmO7M,Funny
3960,BdKrqUMn1ak,Sad
3961,KW3BzNf6rJI,Scary
3962,E34wtEqx9pE,Sad
3964,hBoiIunLQPY,Sad
3965,Ar6i_U3gisg,Angry
3967,J7DhpBLxDXU,Happy
3968,Io_QR_XQJ94,Angry
3969,G9ktd2Chhss,Sad
3970,t8dpsXku3Yw,Funny
3973,AiGv5ffjElI,Happy
3976,33m9zCuQYXg,Angry
3977,-W8E1ctn35g,Sad
3978,m34AMrwGoLE,Angry
3980,YEf8rUu1hc4,Sad
3981,uTBGmJCF8Go,Happy
3982,7M-fEZ_Fc7Y,Happy
3983,-zH9BkzRMTk,Angry
3984,jr_uMMQmNE4,Happy
3985,bePPIm7r2a4,Scary
3987,lAA-gViHQrw,Angry
3988,NiLg3mS5FYQ,Sad
3989,S5zLi6zuWLw,Angry
3990,3MA3oAeQzhA,Scary
3991,o4gWbuanRf0,Scary
3993,kqi6CwKTRJ8,Scary
3997,DgGnpQDc5JM,Scary
3998,_JX5aHr_nmI,Sad
4000,LDohiWbLgMU,Angry
4003,JYTN1Y4U-bs,Sad
4004,V7GTjthUt3A,Funny
4005,0VQemc6bLlA,Sad
4006,SjeQ_sI4YGw,Sad
4008,Jfdjtorjbbs,Angry
4009,KCLYEbR7tQU,Angry
4011,e_E_3mYl8Zc,Scary
4012,a7s-uE_4XVQ,Scary
4013,86OFoxvPQng,Scary
4014,ZUXfcVBeKdA,Funny
4015,MWQqnMdhkv4,Scary
4017,1GenA8K5f5o,Angry
4018,PxoOKVUvFpY,Angry
4019,SewolLTzgdw,Scary
4021,nuYvx1G7e_4,Angry
4022,-8LoicX72Lw,Sad
4023,d17UTRgujUw,Angry
4024,j-RYXHxWFcc,Angry
4025,2FSdzKqamJk,Sad
4029,8IuhrMiFVM0,Happy
4030,BxbB2_N5Xtk,Funny
4032,dATXOznsMSM,Sad
4034,f4ruqAOKnv8,Angry
4036,lf5DOKPwfDM,Funny
4038,a_dcGM5gTfo,Sad
4039,4RWlaSOQ_SY,Scary
4040,Cvdqz12Xe7A,Scary
4041,STYpY_9H9hk,Happy
4043,M6znbFUe2F0,Scary
4044,0NyTgMNTzbs,Happy
4045,BBOXCric0Mw,Scary
4046,1y2pHZtiMQA,Sad
4047,TzS6ql8eu44,Angry
4049,eWqD_VOympU,Scary
4051,9QUgrJpIIP4,Happy
4052,eKEEOSbxsos,Sad
4053,NKMgBBO5j3k,Scary
4054,sHbGsZUsisE,Angry
4055,eMuCq5UQeTw,Happy
4056,jiPTQpgq00c,Scary
4058,r5D1DlDiXwU,Happy
4059,279e16MtB9g,Scary
4060,SZQvY9H4gV0,Angry
4061,_efkbvjtaxI,Funny
4062,LzSdTKcjY3E,Angry
4064,A-7dmBdsFXc,Scary
4065,rIGwFpf9X7w,Sad
4066,jxkgJHvciGA,Scary
4068,p1F6nZXIrEM,Happy
4070,PtRBCz8EEcc,Scary
4071,q4gbo_xrgNI,Scary
4072,NenAIIHTSno,Happy
4073,GRYod4ZxK7k,Happy
4074,PwRkuM7ocXc,Sad
4076,Bmloa7qj93A,Scary
4079,M4LG85yZDtI,Funny
4080,39KYOCoPNzA,Happy
4081,uSCmK-RrAOE,Funny
4083,D9ygxIOKCRw,Angry
4084,7SovBBzDrAo,Sad
4085,nYO8n62Piys,Happy
4088,PV3kAKfdBzs,Angry
4090,QECuwosV-c8,Scary
4092,cqOk5VoJkrs,Scary
4093,5fPxUI0Fl-4,Happy
4095,HOkuea1wExA,Sad
4096,BAN7iE_R40M,Scary
4098,Mq_eBr6rj3A,Angry
4100,dDuZdKiCy4k,Scary
4102,XLkv3nxb0BQ,Scary
4103,-PxB0gFkFfA,Sad
4104,WbMoSNAABhg,Scary
4105,CdzWyRPgoVs,Scary
4106,wWCaHDJ8MM0,Scary
4107,A4Dn80C23aI,Sad
4108,jQpZF4_x3pI,Sad
4112,kMp88mh3uB0,Scary
4113,Bv-EGdPPiro,Happy
4114,gLnFGyaN4CA,Happy
4115,wDq8bM3e9sw,Sad
4117,s7o-Hfs2a20,Scary
4119,CmwY4A2MMU0,Angry
4120,f1ceOPmlBSQ,Funny
4121,qgzr00fLfPQ,Sad
4122,qV65LZfod4o,Sad
4123,1ACvIMrfYxw,Sad
4124,bfp3nRnXyIU,Angry
4125,kmOnP3TOO6k,Sad
4126,4GHTZJ1FFQs,Scary
4127,2gFXanO5PE0,Scary
4129,OJo1dLnfIK4,Sad
4130,-1Z0N9uJX7Q,Happy
4132,vp-X6ovMRw0,Angry
4134,OWe1h2t7nVE,Scary
4135,ijdDx_FIhuI,Sad
4136,KGRBSPAyiQQ,Sad
4137,1NMmjTbO7Wo,Sad
4139,-FJz1nOE2bs,Sad
4141,sLhFNhleEZU,Happy
4143,c5XMvy0NpQ8,Angry
4145,vyRPsyLrGLI,Funny
4146,8F7rTWxlBCg,Sad
4147,W72acllwN1s,Angry
4148,DR3vyuzS2xA,Sad
4149,ppYsVO6a3xk,Scary
4150,s30WJKYlCQ4,Angry
4151,TKioaHeIgSs,Angry
4152,1liWiSGVSag,Angry
4153,12x2aiPckqs,Sad
4154,PnrK5AqBHe0,Scary
4156,rlMbpBBPqBM,Angry
4159,wFvoj6TqSrc,Funny
4163,1PhE5ABUyzY,Happy
4166,A0KqU4XH2CY,Sad
4167,s4fsybL1lhM,Sad
4169,K2jRKmiQpVc,Sad
4170,r4sjz-Ab1Zw,Sad
4171,2-jvKF_UP1A,Happy
4172,VAAwwyh0nLA,Sad
4173,FYV4UbLx1xU,Funny
4176,_Id3ZUpoOZ4,Scary
4177,IIXRHhSpDY4,Scary
4179,-CcmCxOeRCw,Funny
4180,YsYIAK27wuA,Funny
4181,Tvl53uUg6eY,Scary
4182,4hKu9zLRWkU,Scary
4183,bjHTfsr7Jso,Happy
4184,J69bsRZxY74,Sad
4185,1KmsVHx7E2c,Scary
4186,QT1SjY9mQxc,Scary
4187,x0FZ64bew4U,Sad
4188,2b_uF6mKZac,Happy
4189,J_AGRpy_Ms0,Scary
4190,6cxX_8dgWEc,Sad
4191,4gUgnstaYhU,Scary
4192,3ZPgUgc7GcU,Happy
4194,iQRcWkIy3fE,Sad
4195,rpklyk9rpKQ,Funny
4196,rXOg4X4Gvx0,Sad
4197,_Pqty3tbFH4,Scary
4198,e4rSGr7hzgQ,Happy
4199,HP5CD_plWRM,Sad
4200,yCMold2jdAc,Funny
4201,RbhbFpIhIy4,Sad
4202,kYnxbXnczXw,Happy
4203,iJWH8D1WolY,Angry
4204,pmiSDRSUCMQ,Scary
4205,EcLs7sTzuRM,Funny
4207,XuuE4naYRrc,Angry
4208,HCQbmuDInn8,Sad
4212,HmAvszgBtsk,Funny
4213,ugCBwBhskhY,Sad
4214,5asywLRRpro,Sad
4218,2gRKwqME2V0,Funny
4221,pHV9o3mBC2M,Happy
4222,2SI_uNBcSyw,Angry
4223,48tj9jF4Da8,Angry
4224,vCSHHgegcyA,Sad
4226,3Jew6nyObfY,Sad
4227,h-08dk85dm4,Scary
4228,6hqU7KrXjhQ,Funny
4230,f8fUFmjqXZo,Scary
4233,0iGbzwcbgq0,Sad
4234,GD1sNVmWPJU,Scary
4235,vF78Fa-_xQM,Funny
4236,h923VjD9_wQ,Scary
4237,5P6-zkP4eqM,Sad
4240,a5RC_vaYKts,Sad
4241,JzjIRsNbdvg,Scary
4242,-DQraZ_ep84,Funny
4243,01-2ZDn8HSs,Sad
4244,6KD7Fz-F2NY,Funny
4246,t6GJRGb3ppo,Happy
4248,6jRHWoaqrew,Happy
4250,AmKQjbiEnyk,Happy
4252,yiz_gonCc-Y,Happy
4253,w-N0mfCeEz4,Angry
4255,0oeFD7RDBOI,Funny
4256,IjzT2CK2RbQ,Funny
4258,v1UqDdQ24gc,Angry
4259,KlD1u-EDx_g,Angry
4261,1ibdf_ypQpA,Scary
4262,fGv2Ua74Ils,Sad
4263,oRQdAVNI1b4,Sad
4264,QcJoyVtDMo0,Funny
4266,W9aXbDhchfs,Sad
4268,ripefusOSU0,Funny
4270,_p536_LzK7I,Sad
4271,28V67ivDK_Q,Angry
4273,0puWWKpSM7k,Happy
4274,SJbCoErWDlk,Scary
4276,zuI9UcYTOdY,Sad
4277,TvXug_5Kinc,Angry
4280,8upabxsRQQM,Scary
4281,PISxDQzYaR8,Scary
4282,uDJoa4YIPxw,Angry
4283,phrGz6oNCek,Sad
4284,MKAGPj60elI,Funny
4285,aSjfkciguEU,Scary
4287,SfJh_kq9YLc,Scary
4289,B20laNuvhzk,Happy
4290,ENeaMeO820E,Funny
4293,S6N7e_LjCP0,Angry
4294,Nf6DerWDfpc,Sad
4295,-03_ppeUSwE,Sad
4296,1hGWA0liXHY,Sad
4297,8XIZV2phJfg,Angry
4298,3WmlhYkDXmo,Happy
4299,dVHqWTsObN0,Scary
4300,7hjfi_5XCO0,Funny
4302,nQ7M9R-aHGE,Angry
4303,3os0AuVKPpw,Sad
4305,lqulnDAUhgI,Scary
4306,Rw4aj-OMqc4,Happy
4307,o8ZLP-lWbtE,Scary
4308,KaLD_4QStx0,Angry
4309,CDUSo2J8ztA,Angry
4310,25qhGEU95iQ,Sad
4311,q0nZcox1NP0,Happy
4315,EMGvd4c3BYQ,Scary
4316,-IV_Dhf7nXI,Angry
4317,_XEcgYScV80,Scary
4318,JBSHq4fpZgk,Happy
4322,OwzwMo9YIFQ,Angry
4323,ARm4ogqKJGg,Scary
4324,yDLwgydzSX8,Sad
4325,I2AI5KIt4Mo,Angry
4326,X4SEaBSJ5L0,Scary
4327,dBt0Fi27REY,Sad
4329,Ei-7k2wVvYU,Funny
4330,NLQlulFF-qY,Scary
4331,-zPOOY986NE,Scary
4332,flz5YSzDA50,Happy
4333,tuXBXLL3w7k,Angry
4334,BTin6T_8pRQ,Scary
4336,KVdVHeIJ9Zg,Angry
4338,3Li0UWUZukU,Happy
4340,4sZD1RUZFL4,Scary
4341,BPFr14g1ZLI,Happy
4343,2ZLy-mKomrU,Scary
4350,Gr6YtgmqCgM,Sad
4351,2kqlIQEDxw0,Funny
4353,jg_LWyTWyuQ,Angry
4354,hpnsWbCs7ds,Scary
4355,ZkRaDwIyRbU,Angry
4356,CPwoVo4iT5w,Funny
4357,3ZHMs2P9Y1Y,Scary
4359,uhkpJs8IvZc,Happy
4362,K87HITc24PY,Angry
4363,2INrEZii-BQ,Scary
4364,-49LAHt5UPY,Scary
4366,9OCk39-_4-I,Sad
4369,oC_yCo1yYLs,Scary
4370,6lbdgXXvJjs,Happy
4371,-fGmNKttRHs,Funny
4374,xaedObngydg,Angry
4375,0cy1kKoKNOQ,Funny
4376,ICMXnnb_xqI,Funny
4377,8w43Tc3_iCI,Funny
4379,RvJvJd55A74,Angry
4380,dYd6nKIkGMI,Happy
4381,r2rMleYWw-8,Happy
4383,BqsSUHiqt1o,Sad
4384,WVR8MvHqelU,Sad
4385,g7RIRRSXQCY,Funny
4386,MNctO8N57Pg,Scary
4387,y3-ICUJm760,Scary
4389,sEuPF71FhFI,Scary
4391,He4KFixwTws,Sad
4392,06xMKUuKKP8,Funny
4393,7h6nTyP7d9o,Scary
4394,6aaTzDHs1bw,Scary
4395,-kBYZ00D-PY,Sad
4398,f9FiwJxaZ1A,Funny
4400,Y8cEz4d2QfI,Sad
4405,KxqplG01JLI,Scary
4406,o3XGPs4wzVk,Happy
4407,Yi1PDqcuw34,Happy
4408,fSCYPN0U584,Angry
4409,ikTSEg7QNLk,Funny
4410,TrFfmPmsVKs,Angry
4412,mAJRF0bCZCs,Scary
4413,N5GYAqfciJU,Sad
4415,3SY3f49GO6o,Sad
4416,inIW1aZN2rQ,Scary
4417,mnBgPu3re8w,Funny
4418,j914E2jzv_Q,Happy
4420,nI7Y5Ovn6D8,Happy
4422,TMScOdTOemI,Scary
4424,HBWY-aDxhZI,Funny
4425,2JNY2SaMk7s,Happy
4426,gQ26oC2NBH0,Scary
4428,6KE27dRmNsM,Sad
4429,rCHfIjmAOnA,Angry
4430,wFhQ7zO0oYY,Sad
4431,09BeQ_GN5Yg,Scary
4435,z7wdOGnFBNs,Scary
4436,skUkywetL-4,Scary
4437,j4RkMh65G5Y,Scary
4440,cmQgrjWpRBY,Sad
4441,ZzUWjBcRXz8,Angry
4444,aS-T1tnRp9c,Angry
4447,4t0UF24Hqf8,Happy
4449,MjuuyYl8FM0,Funny
4451,PfH8jLcdAyI,Sad
4454,qWeThRyBoas,Scary
4457,Ukb1BnEG49M,Happy
4458,hGJGEdCFVtA,Sad
4459,njd_UW-1h3g,Funny
4460,6wOven-bvuc,Funny
4461,ETc0oxUWozw,Sad
4462,J9XK9x5y4-s,Scary
4464,IuYtwGLDozQ,Happy
4467,H9TpJycsbBE,Funny
4468,QlhtN4bqVgU,Sad
4469,Fksz_uENt9U,Sad
4470,g-ZOluGhMoA,Angry
4471,8W-NHe4wam0,Sad
4472,a1pXTkhcRJ0,Funny
4474,5uxYuZvNqzc,Funny
4475,6Ej5XHf8VX8,Scary
4476,2sa8xCsMt1E,Scary
4480,17I8hJv1-1g,Happy
4484,KVl7Am1U1UM,Scary
4487,KY1kXOkzyb0,Funny
4488,kcIm0TuxapI,Happy
4489,vvO3mTtOVB4,Happy
4490,0Y5HGmG7JQA,Sad
4493,5CuYSocLKic,Funny
4494,j9sIB3KZnf4,Happy
4495,Dso8g3Bwv3E,Scary
4496,sZ8GF5gxGFI,Angry
4498,-B_SktRe3VE,Happy
4499,RoS4KPKTDdM,Angry
4501,4AcbUwXYAxU,Sad
4504,B1ehXu9thGc,Scary
4505,8vcbMEW9CkI,Sad
4509,VN6kfoQka74,Funny
4512,POFHZOTNw0k,Happy
4514,HzU-zjJOXTs,Sad
4515,2Lry8dWRLrw,Funny
4516,aAoQRT063tE,Angry
4517,9ma58BJNM-I,Scary
4522,BY6N7hJMD1I,Scary
4523,-eD1nSReMJ0,Happy
4525,hPZAvRJhUcw,Funny
4528,TgZL2n0r4e4,Funny
4529,25Xl_h0hgqs,Sad
4531,qJAoa9rRcxc,Happy
4533,91AmOKytRUM,Sad
4535,hDB-Q3n5cik,Scary
4537,v4oW2y0r7EM,Scary
4538,HIFN3khWT6s,Angry
4539,zglaX_tnBRc,Sad
4542,5NEKKAGvjFw,Sad
4544,yqi8BwfgVuw,Angry
4545,r8S9Kyw1p3Q,Angry
4548,l6SMbAq030g,Funny
4549,GUcRSXjHwMc,Sad
4552,ZfUnUWIvjkg,Angry
4554,At9spr-nTzo,Sad
4556,00iY8qAjnfg,Funny
4558,CAitCtJeWn4,Sad
4559,wd9rWf6yQzo,Scary
4560,v1sQAuw_azw,Happy
4561,mMoZizB-gJQ,Angry
4562,mn58n1D4ZJQ,Angry
4563,Hn0lzAesMAE,Sad
4564,IFWinqoSwvc,Angry
4565,HDbl5nfCUD4,Happy
4567,9juSujEtx3k,Happy
4568,xWBA-HJ5rRk,Angry
4570,9FST6F-2Tz8,Happy
4572,Fl0vzrUiT34,Angry
4573,mzZqwQex0V4,Sad
4578,Lrmj50fF07w,Sad
4583,gJrGOmIXXAg,Sad
4585,USejRX4pzbw,Funny
4586,uOYVMWkOFKo,Happy
4588,u5JSJgX2_BI,Scary
4591,P-WM6knDcCM,Sad
4592,1DtHypirWQY,Angry
4593,f6eTX3BtrJU,Scary
4594,s-_FDdVlaDk,Sad
4595,qxFBIN2bstk,Funny
4597,--CZ-8vrQ1g,Happy
4598,gYPtx05L6hU,Funny
4599,jcJfCZQJuHk,Angry
4600,_IfNoOBUeK0,Angry
4603,-7eJFNAUuHw,Happy
4605,kJjvKqIMJyQ,Happy
4606,oYGO4Wo4DJY,Sad
4607,2tk9-SMnhg0,Scary
4609,kwIvsL75_7A,Sad
4610,PMj-DTXGskk,Funny
4611,0wAuN5RczZc,Scary
4612,kw8_M6iSUKA,Angry
4613,EaqSq2Rfv3U,Sad
4615,1QlzKLo-Emg,Happy
4616,ifsL5wNhTpQ,Scary
4618,v9Y3ICzh_Gg,Funny
4619,bROgr0i_6Yw,Funny
4621,OeVUBZyPh3w,Happy
4622,iK7Qo3-saK0,Happy
4626,-RgD2E9Yxcs,Angry
4629,u1dPHRLw_vU,Sad
4632,Luh2oGNqALc,Happy
4634,2w27OET6kEg,Funny
4638,eJEYdBSd4d4,Happy
4639,2TV79Us29C4,Angry
4640,W0_ubAG-YMQ,Angry
4641,Inuq5W98ktA,Sad
4644,qt9HQ0EjCgE,Sad
4646,gJjMhPRHj8Y,Sad
4648,35iZsw4c0OU,Scary
4651,Xl4RSHQsnl8,Sad
4652,vjcpxqOOSCU,Sad
4656,6vBe3mI8g44,Happy
4657,-BHPu-dPmWQ,Funny
4660,i6WsURlJBqk,Angry
4661,hjSGJ6NfI7U,Sad
4662,PZk0szdBzDk,Sad
4663,C_kLHu_KC7U,Happy
4665,Yi9_TrNpn1A,Funny
4671,UkaQ1AIJfaY,Funny
4672,_YPRM2_IgOY,Scary
4673,Rm14lG_Anao,Funny
4675,1ftLoes5Btw,Sad
4676,icAQtl8Woho,Angry
4677,QF8mYv5oz-c,Angry
4679,2RuhdqzuoQ4,Scary
4680,-jwuPAxm93U,Sad
4681,gN-Y26t5FYg,Funny
4682,UV-UJcwYbcI,Scary
4684,Dh4pcrxsl6A,Scary
4685,B2Hqc917-2M,Angry
4687,0zXRHw0oQVo,Sad
4688,il39gn1MJik,Happy
4689,k4lZjAxdim8,Funny
4690,Dcv24uT0A9s,Funny
4691,hezVqUKhGIA,Scary
4694,0vL6EVoSxfA,Happy
4695,0Gxn9FtaJFc,Sad
4697,Dd830s9JgCA,Sad
4698,ttN6Q0Q29YY,Scary
4699,MWe8144BcrY,Happy
4700,Pm3oMYNUsH4,Scary
4702,BqAC9XKPWSg,Scary
4704,pnqFJQl500w,Scary
4705,ETsYiZmUFBw,Scary
4706,mgVU7begFtE,Funny
4707,1_pPiSpjYz8,Sad
4708,E6vWrT-G09M,Sad
4710,L_x4_vuUhnE,Sad
4714,0qOyTtsMImk,Happy
4716,ZTX25et4AcE,Funny
4721,r68-1-CLtX8,Sad
4722,u9OXK8gMpK8,Happy
4724,VsLh7MnwQ5w,Scary
4725,pH6FoT3YChY,Scary
4728,m_Bd33foOWg,Angry
4731,tqX89-YviHw,Happy
4732,xQxCB0iRZIU,Scary
4733,SeLaxp_hfJM,Scary
4734,zHQqnE_8sEE,Scary
4735,ZsxK-qo9xD4,Funny
4736,1KBI_uko_aw,Happy
4737,OaguzmTdCII,Angry
4739,3LT--1FNKkA,Angry
4740,hrCf8rMBtA8,Happy
4741,TGNNdgc1Lm4,Angry
4743,THFrChi9R30,Sad
4746,t3bvU0zdCOw,Sad
4747,TvBY2wI_Fac,Scary
4748,STDF6D9Iz40,Scary
4749,P8NxHOqbAGk,Scary
4751,2NQYZItv068,Sad
4752,RqegqNmznqE,Scary
4753,0og-6KH0pw8,Sad
4757,AZxY-Nn-OTg,Scary
4758,ZelyDQvKiFs,Sad
